"sample","gender","birthyear","Q3","Q4","Q5","Q5_o1","Q5b_1","Q5b_2","Q5b_3","Q5b_4","Q5b_5","Q5b_o1","Q5b_o2","Q5b_o3","Q5b_o4","Q5c","Q6","Q7","Q8","Q9","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q11","Q13a","Q13b","Q13c","Q14_1","Q15_1","rand_q16","Q16","Q17","Q18","rand_q19","Q19a","Q19b","Q20","Q21_01","Q21_02","Q21_03","Q21_04","Q21_05","Q21_06","Q21_07","Q21_08","Q21_09","Q21_10","Q21_11","Q21_12","Q21_13","Q21_14","Q21_15","Q21_16","Q22","Q23_A","Q23_B","Q23_C","Q23_D","Q23_F","Q23_I","Q23_M","Q23_O","Q23_V","Q23_Æ","Q23_Ø","Q23_Å","Q24_1","Q24_2","Q25_A","Q25_B","Q25_C","Q25_D","Q25_F","Q25_I","Q25_M","Q25_O","Q25_V","Q25_Æ","Q25_Ø","Q25_Å","Q26_A","Q26_V","Q26_C","Q26_M","Q27","Q28","Q29","Q30","Q31","Q32","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q35_1","Q35_2","Q35_3","Q35_4","Q35_5","Q35_6","Q35_7","Q36_1","Q36_2","Q36_3","Q36_4","Q36_5","Q36_6","Q36_7","Q37","Q38","Q39","Q40","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q42","Q43_1","Q43_2","Q43_3","Q43_4","Q43_5","Q44_1","Q44_2","Q45","Q46","Q47_1","Q47_2","Q47_3","Q47_4","Q47_5","Q47_6","Q47_7","Q47_8","Q47_9","Q47_10","Q47_11","Q48_1","Q49_1","Q49_2","Q49_3","Q49_4","Q49_5","Q49_6","Q49_7","Q49_8","Q49_9","Q49_10","Q49_11","Q49_12","Q49_13","Q49_14","Q49_15","Q49_16","Q49_17","Q49_18","Q50","Q51_1","Q51_2","Q51_3","Q51_4","Q51_5","Q51_6","Q51_7","Q51_8","Q51_9","Q51_10","Q51_11","Q51_12","Q51_13","Q51_14","Q51_15","Q51_16","Q51_17","Q51_18","Q52_1","Q52_2","Q52_3","Q52_4","Q52_5","Q52_6","Q52_7","Q52_8","Q52_9","Q52_10","Q52_11","Q52_12","Q53","Q54","Q55","Q55a_1","Q55a_2","Q55a_3","Q56","Q57","Q58","Q59","Q60_1","Q60_2","Q60_3","Q61_1","Q61_2","Q61_3","Q61_4","Q61_5","Q62_1","Q62_2","Q62_3","Q62_4","Q62_5","Q62_6","Q62_7","rand_q63","Q63_1","Q63_2","Q63_3","Q63_4","Q63_5","Q63_6","Q63_7","Q63_8","Q63_9","Q63_10","Q63_11","Q63_12","Q63_13","Q63_14","Q63_15","Q63_16","Q63_17","Q63_18","Q63_19","Q64_0","Q64_A","Q64_B","Q64_C","Q64_D","Q64_F","Q64_I","Q64_M","Q64_O","Q64_V","Q64_Æ","Q64_Ø","Q64_Å","rand_q65","Q65_0","Q65_A","Q65_B","Q65_C","Q65_D","Q65_F","Q65_I","Q65_M","Q65_O","Q65_V","Q65_Æ","Q65_Ø","Q65_Å","rand_q66","Q66_0","Q66_A","Q66_B","Q66_C","Q66_D","Q66_F","Q66_I","Q66_M","Q66_O","Q66_V","Q66_Æ","Q66_Ø","Q66_Å","rand_q67","Q67_0","Q67_A","Q67_B","Q67_C","Q67_D","Q67_F","Q67_I","Q67_M","Q67_O","Q67_V","Q67_Æ","Q67_Ø","Q67_Å","rand_q68","Q68_0","Q68_A","Q68_B","Q68_C","Q68_D","Q68_F","Q68_I","Q68_M","Q68_O","Q68_V","Q68_Æ","Q68_Ø","Q68_Å","rand_q69","Q69_0","Q69_A","Q69_B","Q69_C","Q69_D","Q69_F","Q69_I","Q69_M","Q69_O","Q69_V","Q69_Æ","Q69_Ø","Q69_Å","rand_q70","Q70_0","Q70_A","Q70_B","Q70_C","Q70_D","Q70_F","Q70_I","Q70_M","Q70_O","Q70_V","Q70_Æ","Q70_Ø","Q70_Å","Q71_01","Q71_02","Q71_03","Q71_04","Q71_05","Q71_06","Q71_07","Q71_08","Q71_09","Q71_10","Q71_11","Q71_12","Q71_13","rand_q72","Q72_1","Q72_2","Q72_3","Q72_4","Q72_5","Q72_6","Q72_7","Q72_8","Q72_9","Q72_10","Q73_01","Q73_02","Q73_03","Q73_04","Q73_05","Q73_06","Q73_07","Q73_08","Q73_09","Q73_10","Q73_11","Q73_12","Q73_13","Q73_14","Q73_15","Q74","Q74_o1","Q75","Q76","Q77","Q77_o1","Q78","Q79","Q80","Q81","Q82","Q83","Q84","Q85_1","Q85_2","Q85_3","Q85_4","Q85_5","Q85_6","Q85_7","Q85_8","Q85_9","Q85_10","Q86","Q87","Q88","Q89","Q90","Q91","Q92","Q93","Q94","Q95","Q96","Q97","Q98","Q99","Q100","Q101","Q102","Q103","Q104","Q105","starttidspunkt","sluttidspunkt","cawi_papi","startdato","slutdato","lenght","region","kommunekode","kommunenavn","alder_på_valgdag","kon","udd","alderkat","parti22","q98_simpel","q102_simpel","samlet_simpel","q98_udvidet","q102_udvidet","samlet_udvidet","q98_socio","q102_socio","samlet_socio","Q6_problem","Q7_problem","Q8_problem","Q9_problem","weight_1","weight_2","weight_3","weight_4","weight_5","Løbenummer"
1,2,1953,1,1,2,,,,,,,,,,,9,1,1,2,,0,0,0,1,0,0,2,1,2,2,7,7,1,1,9,3,1,3,,2,,,,,,,,,,,,,,,,,3,4,4,7,4,2,9,4,2,6,4,0,0,2,7,3,3,7,3,1,8,4,4,5,6,0,0,4,2,2,3,2,,,9,3,2,30,30,9,9,,30,3,3,30,,30,27,30,30,3,15,27,22,30,30,15,30,8,8,8,0,4,6,4,1,2,7,6,5,2,7,1,2,1,1,2,2,5,4,2,2,3,5,4,5,,3,,2,2,4,2,2,2,2,2,2,2,3,5,3,9,3,5,3,1,1,5,3,4,2,3,3,2,2,2,3,3,2,4,1,4,4,2,4,2,4,4,4,5,3,2,2,4,3,1,2,5,3,2,3,4,4,3,2,1,3,3,4,3,4,3,3,2,1,5,1,2,2,1,3,2,4,4,4,2,4,1,3,5,5,1,5,5,1,3,0,,,,,,,,,,,,,,,,,,,,8,1,1,8,9,1,8,5,7,6,9,0,0,0,,,,,,,,,,,,,,1,3,5,5,2,1,5,2,3,4,2,2,5,5,1,2,3,4,2,1,5,3,3,3,2,3,5,5,0,,,,,,,,,,,,,,1,4,2,2,4,4,2,4,3,3,4,3,1,1,1,4,3,3,3,3,2,3,3,4,3,4,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,,,4,4,4,,,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,4,1,,6,4,4,1,1,5,1,1,5,1,2,2,5,1,1,2,,,2,5,1,7,2,,,1,9,,,,1,1,1,1,9,"11:02:00","11:57:52","CAWI","2022-11-16","2022-11-16",55.8666666666667,4,791,"Viborg",69,2,4,5,9,6,3,3,9,5,5,32,133,133,250,392,3,9,0.764035284846626,0.906242370605469,0.781280043249952,0.875487315503856,1.24648539225261,1431
1,2,1953,5,4,2,,,,,,,,,,,6,1,1,1,1,1,1,0,0,0,0,1,2,,,6,7,0,,27,2,2,,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,0,10,5,4,2,9,0,0,0,5,0,0,8,6,2,10,7,8,5,10,0,2,5,3,2,3,2,,,27,3,2,27,9,9,9,,,,30,30,30,30,22,30,30,30,27,27,27,,,27,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,2,1,2,3,3,5,5,2,,4,5,5,4,,,5,1,1,5,5,1,1,1,3,1,2,1,5,1,10,1,4,5,1,1,5,5,5,3,5,1,1,1,2,1,1,3,5,2,5,5,3,1,3,5,5,5,5,5,2,2,3,3,1,2,3,3,3,4,5,5,3,3,1,2,5,3,3,5,3,4,3,1,5,1,2,,1,2,4,5,5,5,1,5,3,1,5,5,1,5,5,1,3,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,,2,7,1,0,7,10,0,7,5,3,5,7,0,0,0,,,,,,,,,,,,,,1,2,4,4,2,1,5,2,3,4,3,3,5,5,0,,,,,,,,,,,,,,1,3,,,2,,,,,,,,,,1,4,1,1,4,5,1,4,3,3,2,4,1,1,0,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,1,1,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,179,,22,1,10,,,6,7,,5,2,5,1,2,5,3,3,,,,2,2,,,3,4,1,6,2,,,1,16,,,,1,1,2,3,9,"21:13:20","22:34:23","CAWI","2022-11-02","2022-11-02",81.05,4,791,"Viborg",69,2,3,5,27,6,,6,9,,9,2,,2,200,190,620,190,1.34174677865446,0.906242370605469,1.13611364217638,1.20374197367751,1.37278183858106,2226
1,2,1957,1,1,2,,,,,,,,,,,3,1,1,1,3,1,0,0,0,0,0,2,1,1,2,7,7,1,1,1,3,2,,5,2,,,,,,,,,,,,,,,,,1,10,0,0,0,5,1,1,0,0,1,3,0,10,1,10,0,0,0,8,1,1,0,0,1,4,0,1,5,5,4,1,1,1,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,0,10,10,10,5,5,7,8,8,8,8,2,2,2,2,5,5,3,1,5,3,1,2,,2,2,3,2,2,2,5,3,3,5,1,4,2,1,4,3,1,5,2,,2,3,2,3,1,5,5,5,1,2,2,1,1,5,3,3,1,2,1,2,3,2,5,2,2,2,2,2,3,2,2,1,2,5,1,4,2,3,4,1,4,5,5,1,2,4,2,2,2,1,5,1,5,1,2,1,6,2,2,2,5,1,1,5,5,5,5,1,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,1,0,0,6,0,1,0,1,1,1,0,1,2,2,4,,1,3,,,1,,1,4,3,1,2,2,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,2,5,,,5,,,1,,,,,1,1,1,,,,,,,,,,,,1,5,5,,,,,,,,,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3,2,5,5,5,3,5,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,3,3,6,6,1,4,1,1,5,2,4,5,2,1,2,1,1,2,2,,,2,3,1,6,2,,,1,7,,,,1,1,1,3,1,"13:59:03","14:59:53","CAWI","2022-11-04","2022-11-04",60.8333333333333,4,791,"Viborg",65,2,3,5,1,6,3,3,9,5,5,32,133,133,650,620,845,3,1.09042970489016,0.906242370605469,1.13611364217638,1.20374197367751,1.0302575976287,274
1,1,1957,3,4,2,,,,,,,,,,,3,1,1,3,,1,1,0,0,0,0,2,1,2,3,7,7,1,1,3,1,2,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,1,7,1,3,2,7,1,7,5,4,1,4,5,5,1,5,2,2,4,4,1,3,4,3,0,3,3,3,3,2,,,31,3,1,22,22,22,30,30,30,22,30,28,13,30,30,30,,,,,3,28,,6,1,8,8,5,2,9,5,7,8,8,5,2,10,8,8,2,1,1,2,2,4,3,3,4,3,3,4,3,3,4,3,4,2,2,2,1,3,4,2,5,5,2,3,3,5,9,5,5,3,2,,4,2,2,2,2,4,2,2,3,4,3,2,5,2,1,2,5,5,5,5,3,3,2,5,5,5,5,2,3,5,5,5,3,3,5,4,1,2,5,5,3,5,5,1,2,2,1,1,2,1,1,1,1,4,4,1,1,5,5,1,2,5,3,2,3,5,5,3,1,1,3,3,3,3,3,1,2,3,3,3,3,3,2,3,3,2,3,3,3,5,1,2,8,10,0,5,9,10,8,10,0,0,1,2,4,5,2,1,5,3,2,1,2,1,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,3,3,3,3,3,3,3,3,3,3,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,3,2,3,3,3,2,3,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,179,,22,1,2,10,10,6,1,4,1,1,5,1,1,5,1,2,2,1,1,3,1,2,3,,4,1,10,2,,,1,16,,,,1,1,5,2,,"01:07:12","01:53:03","CAWI","2022-12-30","2022-12-30",45.85,4,791,"Viborg",65,1,6,5,3,6,2,2,9,2,2,2,131,131,845,650,3,9,0.50586824549126,0.868909222739083,0.507149924289415,0.670769334876023,0.920798247715211,988
1,2,1958,4,2,2,,,,,,,,,,,3,1,1,1,2,1,0,0,0,0,0,1,1,1,2,6,1,0,,1,3,1,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,2,0,6,1,6,0,6,1,3,1,6,3,8,6,2,0,8,2,6,0,6,1,3,2,2,2,4,2,2,,,1,3,1,,1,1,,,,,,,1,,,,,,1,,3,,,1,,10,11,11,9,10,11,11,7,7,7,7,7,7,7,2,1,3,2,5,5,3,2,5,3,3,3,3,3,2,3,,2,2,2,2,4,4,5,5,3,2,5,2,2,7,3,4,3,5,4,3,4,5,4,3,3,3,2,2,3,4,3,3,1,1,1,3,5,5,5,4,3,4,4,4,3,4,1,5,3,5,1,4,2,3,4,3,3,3,4,4,3,3,2,2,,2,1,3,5,2,2,1,4,3,2,2,5,2,1,3,5,4,1,4,5,5,3,3,0,,,,,,,,,,,,,,,,,,,,5,5,5,8,10,4,8,6,9,6,9,2,1,1,4,4,3,2,1,4,2,3,1,3,1,5,5,0,,,,,,,,,,,,,,1,4,4,4,3,,4,2,4,2,3,2,5,5,1,,3,3,,1,5,,,2,2,2,5,5,0,,,,,,,,,,,,,,1,,4,4,4,,4,,,,,,5,5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,3,2,4,4,4,3,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,,22,,,10,14,6,1,4,1,1,1,1,1,1,1,4,4,,1,3,1,2,,,5,1,8,1,11,,1,1,1,4,3,,,,,1,"18:01:24","20:16:46","CAWI","2022-12-06","2022-12-06",135.366666666667,4,791,"Viborg",64,2,5,5,1,3,,3,4,,4,133,,133,845,650,250,3,0.713983417980438,0.906242370605469,0.705473992061021,0.799704347970679,1.0302575976287,18
1,1,1958,1,1,2,,,,,,,,,,,7,1,1,1,1,1,0,1,0,0,0,2,1,1,1,7,7,0,,1,2,2,,5,2,,,,,,,,,,,,,,,,,1,9,5,5,3,7,6,5,2,6,6,7,7,8,6,8,5,5,4,7,5,5,5,5,5,7,7,2,3,3,3,2,,,1,3,1,1,1,1,1,1,1,1,1,2,30,1,1,1,1,1,1,1,9,2,9,1,1,7,5,5,2,7,7,5,2,3,8,6,5,5,8,2,2,1,2,2,2,4,3,3,3,4,5,4,4,3,4,4,2,2,2,2,3,4,3,4,2,3,3,4,4,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,3,5,2,3,2,2,2,2,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,3,3,3,3,2,2,3,4,3,3,4,2,3,2,2,2,3,2,2,1,4,2,3,2,4,4,2,4,3,3,4,2,4,3,2,3,0,,,,,,,,,,,,,,,,,,,,4,0,2,7,8,1,7,5,9,7,7,1,1,1,3,3,4,2,1,4,2,3,1,3,2,4,4,0,,,,,,,,,,,,,,1,3,3,5,2,2,4,3,3,2,3,3,5,5,1,,3,3,2,2,4,2,3,2,2,2,4,4,1,3,2,2,4,4,2,4,3,5,4,4,2,2,0,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,2,3,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,,,8,9,6,3,4,4,3,5,3,3,4,3,3,3,5,3,3,1,2,3,,4,1,5,2,,,1,1,1,1,2,,,,,1,"16:59:46","18:01:42","CAWI","2022-11-02","2022-11-02",61.9333333333333,4,791,"Viborg",64,1,3,5,1,3,,3,4,,4,133,,133,805,670,650,641,1.03124427696734,0.868909222739083,1.0455277613306,1.20374197367751,1.0302575976287,90
1,2,1958,1,1,2,,,,,,,,,,,7,1,1,1,1,1,0,0,0,0,0,1,1,1,3,7,7,0,,1,2,2,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,7,4,0,1,7,0,3,0,7,2,9,0,2,0,6,3,0,1,6,0,0,0,2,2,4,5,1,1,1,,3,1,1,1,1,22,1,1,22,3,29,1,30,27,1,30,30,15,27,1,2,28,1,4,10,10,10,10,10,10,9,2,1,5,2,6,5,0,2,1,4,2,5,5,,2,4,3,4,4,,3,3,3,3,2,2,3,1,4,5,2,3,3,1,5,4,4,5,5,2,5,2,2,,1,4,5,5,1,4,5,3,1,5,2,,2,2,2,,2,2,3,1,1,4,5,1,1,4,2,1,3,4,2,4,2,3,3,2,3,4,4,3,5,5,2,2,3,2,1,1,4,2,,1,4,3,3,3,5,5,1,1,5,4,4,5,5,5,1,2,1,1,1,3,1,3,1,3,3,3,1,3,3,1,1,1,3,2,1,3,4,4,5,7,10,3,9,5,7,6,8,2,2,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,3,3,4,1,1,4,1,3,1,3,1,5,5,0,,,,,,,,,,,,,,1,1,1,2,5,5,1,5,3,3,4,3,1,1,0,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,0,0,0,0,1,3,,5,5,5,4,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,5,5,10,6,1,4,2,1,5,1,1,5,5,4,3,2,1,3,1,1,2,,5,1,5,1,6,,1,8,,,,1,1,1,2,1,"14:02:34","15:09:12","CAWI","2022-11-26","2022-11-26",66.6333333333333,4,791,"Viborg",64,2,3,5,1,6,3,3,9,4,4,32,133,133,650,200,563,845,1.09042970489016,0.906242370605469,1.13611364217638,1.20374197367751,1.0302575976287,275
1,1,1958,1,1,2,,,,,,,,,,,3,1,1,1,1,0,0,0,1,0,0,1,2,,,7,7,0,,1,3,1,4,,2,,,,,,,,,,,,,,,,,1,10,4,4,0,7,5,7,0,6,0,2,0,10,6,10,2,4,0,8,7,7,2,5,0,5,1,1,3,4,3,1,1,1,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,10,10,10,2,10,10,10,10,10,10,10,10,10,10,2,1,2,2,3,4,3,1,2,2,4,4,3,3,2,2,2,2,2,2,1,3,4,5,3,3,3,5,3,5,9,5,4,1,4,4,5,3,5,3,3,2,3,2,2,3,5,1,5,1,1,2,3,3,5,5,2,2,3,5,3,3,5,2,3,4,4,1,2,2,5,5,1,4,2,4,4,5,5,1,2,1,1,4,2,1,1,1,1,4,2,2,2,5,5,1,4,5,4,4,3,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,10,10,0,10,6,6,8,10,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,5,5,5,2,1,5,2,2,2,2,1,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,4,5,5,3,2,5,3,3,3,5,3,5,3,1,1,0,0,1,0,1,0,1,0,0,0,0,1,3,1,5,5,5,2,5,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,1,22,1,10,8,11,6,1,4,2,1,5,1,1,5,2,3,4,5,2,4,1,2,1,,2,1,3,2,,,1,7,,,,1,1,2,2,1,"18:03:03","20:11:51","CAWI","2022-11-04","2022-11-04",128.8,4,791,"Viborg",64,1,3,5,1,6,3,3,9,4,4,32,133,133,200,650,751,845,1.03124427696734,0.868909222739083,1.0455277613306,1.20374197367751,1.0302575976287,358
1,2,1959,1,1,2,,,,,,,,,,,9,1,1,1,1,1,1,0,0,0,0,1,2,,,7,7,0,,22,1,2,,5,2,,,,,,,,,,,,,,,,,22,3,2,4,3,2,5,3,1,8,4,0,0,1,6,5,0,4,4,5,7,4,0,8,2,2,2,4,2,3,3,1,22,1,,1,1,22,22,22,22,22,30,30,22,22,22,22,22,6,22,22,22,22,22,22,9,1,1,8,8,8,8,8,8,8,7,5,5,3,7,7,7,1,2,1,2,2,2,5,3,1,2,3,4,4,4,3,3,3,1,2,4,3,1,2,3,1,1,1,1,4,5,7,2,5,2,2,2,5,5,4,3,2,4,2,1,2,1,2,1,3,2,2,4,4,4,4,5,4,4,4,3,2,2,5,3,3,1,5,1,4,2,5,5,2,2,2,4,5,2,5,4,2,2,2,1,5,1,2,2,1,3,1,5,2,5,1,2,1,4,5,4,2,5,5,1,1,1,2,2,3,3,2,3,2,2,3,2,3,2,2,3,3,2,2,2,3,8,5,5,9,10,3,9,7,9,8,9,0,0,0,,,,,,,,,,,,,,1,4,4,4,3,2,5,2,3,4,4,4,5,5,1,3,3,4,3,1,4,2,3,2,3,2,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,5,3,1,2,2,1,3,3,2,5,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,2,2,1,4,5,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,5,3,9,6,4,4,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,,5,1,5,2,,,1,4,1,1,2,,,,,22,"13:28:54","15:28:24","CAWI","2022-12-09","2022-12-09",119.5,4,791,"Viborg",63,2,3,5,22,6,,6,9,,9,2,,2,614,200,392,731,1.09138938865184,0.906242370605469,1.13611364217638,1.20374197367751,1.02200740748058,1997
1,1,1960,3,4,2,,,,,,,,,,,4,2,,,,0,0,1,0,0,0,2,2,,,7,4,0,,3,1,2,,3,2,,,,,,,,,,,,,,,,,3,5,5,8,1,2,1,5,3,5,7,1,0,4,6,2,4,8,2,4,5,7,1,4,7,1,1,4,4,1,2,2,,,3,3,1,2,30,30,30,30,30,3,3,6,13,6,27,30,30,30,15,27,3,2,9,6,30,7,8,6,4,7,5,11,5,5,5,4,5,5,11,2,1,2,2,5,5,3,2,3,3,2,2,3,3,2,3,3,2,2,2,2,3,2,3,4,3,1,2,3,3,5,4,2,2,1,2,3,3,3,5,2,3,3,2,3,3,4,2,4,1,2,3,2,3,4,4,2,3,2,3,2,2,3,2,2,5,2,2,3,3,2,2,3,2,2,3,3,2,3,2,2,2,1,2,5,1,2,3,2,4,2,3,2,4,2,3,3,4,4,3,3,5,3,3,2,0,,,,,,,,,,,,,,,,,,,,7,1,5,8,3,5,4,6,2,4,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,1,3,2,4,2,2,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,179,,,,,4,4,2,3,2,2,4,2,2,3,3,5,2,2,5,3,2,1,1,2,,4,1,7,2,,,1,2,1,1,2,,,,,3,"20:01:14","21:18:31","CAWI","2023-01-25","2023-01-25",77.2833333333333,4,791,"Viborg",62,1,4,5,3,5,,5,8,,8,134,,134,3,9,9,9,0.676031555940085,0.868909222739083,0.718986150915861,0.875487315503856,0.920798247715211,930
1,1,1960,1,1,2,,,,,,,,,,,9,1,1,1,3,1,1,1,0,0,0,2,1,1,3,3,7,0,,22,1,2,,3,2,,,,,,,,,,,,,,,,,22,7,2,2,2,0,3,4,1,8,1,0,0,5,8,7,1,2,3,1,5,5,2,9,5,0,0,3,1,4,3,1,22,1,,2,1,22,1,22,22,30,30,22,22,30,22,30,30,30,30,30,1,22,30,30,30,22,2,7,8,6,5,7,7,1,5,5,5,4,4,5,5,2,1,1,2,2,3,4,4,3,3,3,4,4,4,3,4,4,2,2,1,1,2,1,4,2,1,2,2,3,5,5,2,3,3,2,3,2,3,2,2,2,3,2,2,3,3,3,1,3,1,3,3,1,3,4,4,2,2,4,5,2,2,4,1,5,1,3,3,2,4,3,4,3,1,2,2,4,3,3,2,3,3,2,1,4,1,2,2,1,3,1,3,3,4,2,4,3,2,5,4,2,5,5,1,3,0,,,,,,,,,,,,,,,,,,,,8,4,4,10,10,2,10,5,9,10,10,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,3,3,4,2,2,5,2,3,2,3,3,5,5,0,,,,,,,,,,,,,,1,3,3,3,3,4,2,5,3,3,3,3,5,5,1,3,3,3,3,3,2,3,3,3,3,3,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,1,22,1,8,4,11,6,4,4,3,3,1,1,2,3,2,1,3,1,1,2,1,1,2,,4,1,3,1,18,,1,1,1,1,2,,,,,22,"20:19:23","20:50:06","CAWI","2022-11-16","2023-01-09",,4,791,"Viborg",62,1,3,5,22,5,,5,8,,8,134,,134,650,200,845,3,1.03215187181962,0.868909222739083,1.0455277613306,1.20374197367751,1.02200740748058,2187
1,1,1964,1,1,1,2,1,1,1,1,0,0,0,2,0,8,1,1,1,1,1,1,1,0,0,0,2,1,1,2,0,7,1,1,2,3,2,,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,33,6,8,5,1,7,5,6,1,6,2,5,6,6,4,7,5,4,2,7,6,7,1,6,4,,5,3,3,3,3,2,,,2,3,2,2,2,2,2,1,22,22,2,2,13,6,22,2,6,1,1,22,3,6,29,,1,9,9,9,9,9,9,9,8,7,9,5,7,11,8,2,1,2,1,5,5,3,2,4,3,3,2,3,2,3,3,2,2,2,3,2,4,3,4,3,4,4,3,2,5,6,4,4,2,3,4,5,4,4,4,2,3,2,2,3,4,4,3,5,1,1,2,3,4,5,5,2,3,2,3,2,,4,2,5,5,2,5,4,2,4,5,2,3,4,4,5,3,4,2,2,2,2,2,3,2,1,2,1,,2,1,1,4,4,2,3,4,4,1,4,5,5,4,2,1,1,1,3,1,3,1,3,1,3,3,3,3,,1,1,2,3,3,3,4,3,4,7,9,2,6,5,9,6,7,1,2,0,,,,,,,,,,,,,,1,3,4,3,2,,4,2,3,3,2,,4,4,1,3,3,3,2,2,4,2,,2,2,,5,5,1,4,3,4,3,2,4,3,3,2,3,2,4,4,1,2,2,2,3,4,2,4,3,3,3,4,2,2,0,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,1,0,0,0,0,1,4,2,4,5,5,2,4,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,,22,1,4,11,16,6,3,4,2,1,1,1,2,2,2,1,2,1,1,3,2,,,3,5,1,10,1,15,,1,1,1,2,3,,,,,2,"20:35:43","22:23:22","CAWI","2022-11-15","2022-11-15",107.65,4,791,"Viborg",58,1,6,4,2,2,,2,2,,2,131,,131,845,282,731,714,0.547467618623029,0.983900906746848,0.614001264769722,0.670769334876023,0.768312468783544,728
